Customer ID,Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Churn Status (Yes/No),Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created
2600,34,1,4.9,2,Smart TV,Comedy,South America,On-Time,Premium,Yes,1,49,8683,No,3
2601,56,10,5.03,3,Smart TV,Sci-fi,Asia,Delayed,Premium,Yes,2,38,6564,Yes,2
2602,23,7,5.35,7,Smart TV,Drama,South America,Delayed,Premium,Yes,0,35,2545,No,5
2603,48,7,2.55,7,Tablet,Action,North America,On-Time,Basic,No,6,35,6242,No,4
2604,43,1,4.15,6,Tablet,Sci-fi,Oceania,On-Time,Premium,Yes,4,67,1314,No,2
2605,40,1,3.49,4,Laptop,Romance,Africa,Delayed,Premium,Yes,9,61,2978,Yes,4
2606,58,8,1.39,9,Tablet,Romance,Asia,Delayed,Basic,Yes,4,27,1257,Yes,1
2607,25,9,0.42,6,Smart TV,Drama,North America,On-Time,Premium,Yes,2,51,4706,Yes,5
2608,5,3,0.82,8,Laptop,Comedy,Oceania,Delayed,Standard,No,3,42,6421,Yes,2
2609,32,9,5.59,1,Tablet,Action,North America,Delayed,Standard,No,7,30,6373,Yes,4
2610,13,2,4.69,3,Tablet,Romance,South America,Delayed,Premium,No,6,53,7190,Yes,2
2611,23,8,0.68,4,Tablet,Romance,Europe,On-Time,Standard,No,6,50,1581,No,1
2612,60,9,3.84,5,Smart TV,Action,Africa,On-Time,Standard,No,10,41,8757,Yes,4
2613,30,5,4.94,4,Laptop,Romance,Africa,On-Time,Standard,Yes,10,43,8294,No,1
2614,14,3,2.82,7,Mobile,Romance,South America,Delayed,Premium,No,6,29,7486,Yes,2
2615,30,10,4.75,9,Smart TV,Sci-fi,Africa,On-Time,Premium,Yes,3,45,5568,No,3
2616,55,10,2.88,10,Smart TV,Drama,North America,On-Time,Basic,Yes,4,47,8664,No,2
2617,40,8,1.08,6,Smart TV,Comedy,Europe,On-Time,Standard,No,10,64,5735,No,1
2618,27,8,1.31,6,Smart TV,Comedy,South America,Delayed,Premium,Yes,9,59,1942,No,4
2619,1,6,1.71,7,Smart TV,Sci-fi,Europe,On-Time,Basic,No,9,44,3433,Yes,5
2620,42,1,3.24,1,Tablet,Comedy,Europe,Delayed,Standard,Yes,8,21,6057,Yes,3
2621,34,6,2.52,4,Mobile,Romance,North America,Delayed,Premium,Yes,5,64,3292,No,3
2622,52,7,2.59,1,Smart TV,Drama,North America,On-Time,Premium,No,3,46,8443,Yes,3
2623,5,6,3.54,1,Smart TV,Drama,South America,On-Time,Standard,No,10,22,2994,No,1
2624,13,7,1.53,6,Mobile,Comedy,Africa,Delayed,Standard,Yes,10,34,5413,Yes,5
2625,10,5,4.71,9,Mobile,Romance,Europe,On-Time,Premium,Yes,6,36,8905,No,4
2626,34,10,1,5,Laptop,Comedy,Africa,Delayed,Basic,Yes,9,47,3092,Yes,5
2627,8,8,0.85,1,Smart TV,Sci-fi,Asia,Delayed,Standard,No,3,35,8648,No,3
2628,22,10,5.63,6,Mobile,Romance,South America,On-Time,Basic,No,6,65,1043,Yes,5
2629,17,7,4.11,2,Tablet,Drama,South America,Delayed,Premium,Yes,6,21,1937,No,3
2630,15,3,5.9,5,Smart TV,Drama,Europe,Delayed,Premium,Yes,2,38,9079,Yes,5
2631,30,8,1.92,3,Laptop,Action,Europe,On-Time,Premium,Yes,10,41,2514,No,1
2632,51,1,2.93,6,Mobile,Sci-fi,South America,Delayed,Premium,No,8,41,2354,No,4
2633,51,1,3.46,3,Tablet,Drama,Asia,Delayed,Basic,Yes,4,47,7819,Yes,1
2634,55,10,0.71,9,Tablet,Drama,South America,On-Time,Standard,Yes,1,22,4788,No,5
2635,9,3,2.15,1,Mobile,Sci-fi,South America,On-Time,Premium,No,3,26,7695,No,2
2636,5,9,4.54,6,Mobile,Action,Europe,On-Time,Premium,Yes,2,21,3470,Yes,2
2637,36,8,3.04,1,Smart TV,Action,Asia,On-Time,Standard,No,9,66,9285,Yes,2
2638,36,8,2.51,4,Laptop,Romance,Africa,Delayed,Premium,No,10,19,2840,No,4
2639,25,7,0.92,5,Mobile,Comedy,Asia,Delayed,Standard,No,3,31,8358,No,4
2640,50,2,2.36,1,Mobile,Action,Oceania,On-Time,Standard,No,2,21,5227,No,4
2641,59,3,5.88,6,Laptop,Romance,South America,Delayed,Basic,No,10,29,6594,No,2
2642,49,6,0.04,1,Mobile,Action,South America,On-Time,Basic,Yes,4,44,6732,No,3
2643,11,7,0.3,9,Smart TV,Romance,Oceania,On-Time,Standard,Yes,8,67,2494,No,3
2644,56,10,5.15,9,Tablet,Comedy,Europe,On-Time,Standard,Yes,10,57,4056,Yes,5
2645,9,4,5.75,1,Tablet,Romance,North America,Delayed,Premium,No,6,20,4755,No,2
2646,46,4,5.75,10,Smart TV,Action,Asia,On-Time,Basic,No,3,57,2370,Yes,2
2647,58,4,3.42,6,Smart TV,Romance,Asia,Delayed,Standard,Yes,6,18,1956,No,4
2648,21,9,0.67,10,Mobile,Action,Asia,Delayed,Premium,No,3,24,9500,No,3
2649,31,9,2.55,2,Tablet,Action,Europe,On-Time,Premium,Yes,7,60,3849,No,5
2650,7,1,0.07,6,Laptop,Action,Europe,On-Time,Standard,Yes,7,70,6683,Yes,5
2651,17,3,4.62,7,Smart TV,Comedy,Africa,On-Time,Basic,Yes,10,52,9358,No,1
2652,21,3,2.32,3,Tablet,Drama,North America,On-Time,Basic,Yes,9,31,4547,Yes,4
2653,16,7,5.42,10,Smart TV,Sci-fi,Asia,On-Time,Premium,Yes,7,60,7089,Yes,4
2654,42,10,1.98,1,Tablet,Romance,Europe,Delayed,Premium,Yes,2,20,5756,No,1
2655,59,3,3.88,2,Laptop,Romance,Asia,Delayed,Premium,Yes,1,36,2668,Yes,5
2656,12,9,5.78,4,Smart TV,Drama,Oceania,Delayed,Premium,No,0,59,6445,Yes,1
2657,46,8,0.22,2,Laptop,Action,Europe,Delayed,Premium,Yes,4,28,9640,No,1
2658,58,2,5.92,1,Laptop,Sci-fi,Europe,Delayed,Standard,Yes,9,18,4380,Yes,4
2659,50,7,4.3,6,Laptop,Action,Africa,On-Time,Premium,No,3,30,1605,Yes,2
2660,45,8,3.68,4,Laptop,Romance,Europe,On-Time,Standard,Yes,3,24,8410,Yes,1
2661,21,5,1.09,9,Tablet,Action,Africa,Delayed,Basic,Yes,0,51,1565,Yes,2
2662,51,6,1.42,3,Tablet,Comedy,Oceania,Delayed,Standard,No,7,49,3157,Yes,3
2663,30,9,5.13,7,Smart TV,Sci-fi,Oceania,Delayed,Standard,No,10,33,7989,No,1
2664,35,7,5.58,7,Tablet,Action,Africa,On-Time,Premium,Yes,1,43,7453,Yes,3
2665,28,6,0.86,9,Mobile,Sci-fi,North America,On-Time,Standard,Yes,1,59,1262,No,4
2666,49,7,1.53,1,Smart TV,Comedy,Europe,On-Time,Basic,No,1,44,8226,No,2
2667,39,4,4.91,1,Tablet,Drama,North America,On-Time,Basic,Yes,10,30,3946,No,5
2668,18,6,2.15,6,Smart TV,Drama,South America,On-Time,Standard,No,6,54,2504,No,2
2669,57,7,0.21,6,Laptop,Sci-fi,Oceania,On-Time,Standard,Yes,10,19,8236,Yes,1
2670,31,6,3.27,10,Laptop,Sci-fi,Asia,On-Time,Premium,Yes,3,66,1527,No,4
2671,55,8,3.49,5,Mobile,Sci-fi,Europe,On-Time,Basic,Yes,10,33,7750,Yes,2
2672,50,1,4.23,6,Laptop,Comedy,South America,On-Time,Premium,Yes,7,68,1393,No,2
2673,35,6,4.49,10,Mobile,Drama,North America,On-Time,Premium,No,0,50,5485,No,5
2674,39,4,4.41,6,Smart TV,Comedy,Africa,On-Time,Premium,Yes,8,51,2906,Yes,5
2675,5,10,2.46,7,Tablet,Drama,Europe,Delayed,Premium,Yes,9,27,9003,Yes,4
2676,37,2,0.57,9,Tablet,Comedy,South America,Delayed,Basic,Yes,0,26,2075,Yes,1
2677,29,2,5.45,6,Tablet,Romance,Africa,On-Time,Basic,Yes,10,63,8750,No,5
2678,6,9,3.31,1,Laptop,Action,North America,On-Time,Basic,Yes,6,59,1178,No,3
2679,4,5,0.88,9,Mobile,Action,Asia,Delayed,Standard,Yes,1,43,2753,Yes,3
2680,12,5,2.78,2,Tablet,Romance,Oceania,On-Time,Premium,Yes,9,34,4479,No,2
2681,54,5,0.12,10,Tablet,Comedy,Oceania,On-Time,Premium,Yes,3,68,6572,Yes,3
2682,57,10,0.86,1,Laptop,Romance,Asia,On-Time,Standard,Yes,0,51,3589,No,1
2683,37,7,1.09,8,Tablet,Romance,South America,On-Time,Standard,Yes,5,56,7710,Yes,4
2684,36,9,1.66,1,Laptop,Drama,Africa,Delayed,Premium,Yes,10,24,7298,Yes,1
2685,32,2,4.23,6,Mobile,Romance,Europe,Delayed,Standard,No,9,36,3510,Yes,5
2686,15,9,4.33,5,Smart TV,Romance,Oceania,Delayed,Standard,No,9,42,2648,No,2
2687,24,1,1.17,5,Tablet,Romance,Europe,On-Time,Premium,No,7,54,9204,No,2
2688,17,3,2.09,7,Laptop,Comedy,North America,Delayed,Premium,No,6,49,4587,Yes,5
2689,25,9,4.57,6,Smart TV,Comedy,South America,Delayed,Standard,Yes,3,22,9849,No,5
2690,2,5,0.44,4,Laptop,Romance,South America,On-Time,Standard,Yes,4,67,1913,No,5
2691,36,3,0.44,5,Mobile,Romance,Asia,On-Time,Basic,No,4,70,8800,No,1
2692,32,2,2.84,10,Mobile,Sci-fi,Oceania,On-Time,Standard,No,8,18,2501,No,3
2693,12,10,2.76,2,Laptop,Drama,Asia,On-Time,Standard,Yes,0,45,6916,Yes,2
2694,54,2,3.14,1,Laptop,Sci-fi,Asia,Delayed,Premium,Yes,5,42,5101,Yes,1
2695,2,9,2.52,9,Tablet,Romance,Asia,Delayed,Basic,Yes,0,42,3413,Yes,3
2696,37,5,3.08,3,Laptop,Sci-fi,Africa,Delayed,Standard,Yes,10,64,6855,No,3
2697,47,7,2.77,6,Laptop,Sci-fi,South America,On-Time,Standard,No,2,51,5443,Yes,2
2698,4,10,1.28,9,Mobile,Romance,South America,Delayed,Premium,No,1,24,3273,No,5
2699,32,1,4.55,9,Tablet,Comedy,Asia,On-Time,Basic,No,0,60,8811,No,2
2700,33,2,1.26,7,Smart TV,Action,Asia,Delayed,Standard,No,1,20,5509,No,5
2701,27,2,2.84,1,Tablet,Comedy,South America,Delayed,Basic,Yes,4,59,8701,Yes,4
2702,47,2,0.99,1,Mobile,Sci-fi,Asia,On-Time,Premium,No,5,64,3771,Yes,3
2703,51,9,0.7,2,Laptop,Sci-fi,South America,On-Time,Basic,No,1,25,1337,No,4
2704,9,9,0.68,2,Smart TV,Romance,Africa,On-Time,Premium,No,1,21,3761,Yes,4
2705,40,9,0.47,9,Smart TV,Romance,Asia,On-Time,Basic,No,6,40,5038,No,5
2706,53,5,5.19,1,Laptop,Sci-fi,Asia,On-Time,Basic,Yes,10,36,6219,No,1
2707,23,2,3.83,6,Smart TV,Romance,South America,On-Time,Standard,No,9,25,5297,Yes,2
2708,11,7,0.42,1,Tablet,Action,Oceania,Delayed,Basic,Yes,3,61,5458,Yes,2
2709,15,8,5.94,9,Tablet,Comedy,Oceania,On-Time,Standard,No,4,33,3861,Yes,2
2710,5,6,5.64,1,Mobile,Romance,North America,On-Time,Basic,Yes,0,43,6772,Yes,5
2711,51,8,1.46,10,Smart TV,Sci-fi,Oceania,On-Time,Premium,Yes,3,37,7831,Yes,3
2712,3,7,5.67,4,Tablet,Romance,Africa,On-Time,Basic,Yes,7,56,1651,Yes,2
2713,31,8,1.51,4,Laptop,Sci-fi,Asia,Delayed,Basic,Yes,1,53,1242,Yes,2
2714,31,3,2.29,7,Mobile,Sci-fi,Africa,Delayed,Premium,Yes,5,24,8126,Yes,1
2715,15,3,5.75,3,Smart TV,Drama,Oceania,Delayed,Premium,No,5,63,1096,No,3
2716,33,3,5.75,4,Laptop,Drama,Africa,Delayed,Premium,Yes,7,19,5542,No,5
2717,30,6,2.77,5,Tablet,Drama,Africa,On-Time,Basic,Yes,0,18,7702,Yes,2
2718,57,5,1.72,7,Smart TV,Action,North America,Delayed,Premium,No,10,20,4668,No,4
2719,32,8,2.39,3,Mobile,Romance,Europe,Delayed,Standard,Yes,5,32,4427,Yes,1
2720,26,3,1.3,8,Laptop,Romance,Asia,On-Time,Premium,Yes,10,62,9193,Yes,1
2721,47,7,5.06,10,Mobile,Sci-fi,North America,Delayed,Standard,Yes,9,55,9806,No,1
2722,55,9,5.16,7,Smart TV,Sci-fi,Oceania,Delayed,Basic,No,5,38,1372,Yes,1
2723,59,9,2.85,9,Laptop,Romance,South America,On-Time,Standard,No,7,69,4217,No,3
2724,11,6,1.97,2,Laptop,Romance,North America,Delayed,Standard,No,1,27,3789,No,1
2725,42,9,2.32,4,Laptop,Drama,Oceania,Delayed,Standard,No,2,52,4698,No,5
2726,19,4,5.85,3,Tablet,Sci-fi,Africa,On-Time,Basic,Yes,10,52,4597,Yes,3
2727,43,3,0.84,6,Mobile,Romance,South America,On-Time,Basic,No,9,67,1479,No,2
2728,33,8,1.46,3,Mobile,Comedy,South America,On-Time,Standard,Yes,6,62,7158,No,2
2729,11,6,5.16,9,Smart TV,Action,Europe,Delayed,Standard,No,7,20,9854,Yes,5
2730,4,7,5.08,5,Smart TV,Action,Oceania,On-Time,Premium,Yes,4,30,5769,No,2
2731,1,4,1.38,3,Laptop,Action,Europe,Delayed,Basic,No,0,28,1152,Yes,1
2732,36,10,2.76,3,Smart TV,Romance,North America,Delayed,Basic,No,4,34,2600,No,1
2733,15,2,3.09,10,Laptop,Action,Oceania,On-Time,Basic,No,5,68,3055,No,3
2734,50,3,1.01,9,Mobile,Comedy,Africa,On-Time,Premium,No,1,25,8067,Yes,1
2735,15,2,0.55,8,Mobile,Comedy,North America,On-Time,Standard,Yes,1,49,9867,No,3
2736,35,10,1.58,5,Tablet,Sci-fi,Oceania,Delayed,Premium,Yes,1,34,2993,Yes,3
2737,4,3,1.56,7,Laptop,Action,North America,On-Time,Premium,Yes,5,50,4269,Yes,4
2738,48,2,3.49,4,Tablet,Action,North America,On-Time,Basic,Yes,9,54,4871,No,1
2739,34,10,2.18,5,Mobile,Drama,Europe,On-Time,Basic,Yes,3,22,5962,Yes,5
2740,4,8,4.74,2,Laptop,Comedy,North America,On-Time,Basic,Yes,7,63,7306,Yes,5
2741,21,6,4.66,9,Laptop,Action,Europe,On-Time,Premium,No,7,25,5482,No,1
2742,8,5,1.21,3,Laptop,Sci-fi,Africa,On-Time,Standard,No,4,58,3967,No,5
2743,60,8,2.02,3,Laptop,Comedy,North America,On-Time,Premium,Yes,8,20,9689,No,5
2744,41,2,2.81,9,Laptop,Sci-fi,South America,Delayed,Standard,No,0,42,1905,Yes,4
2745,15,5,0.64,3,Laptop,Action,Africa,On-Time,Standard,No,4,50,5630,No,1
2746,26,1,4.47,2,Smart TV,Sci-fi,Oceania,On-Time,Premium,Yes,9,30,9480,No,2
2747,38,1,3.67,9,Laptop,Comedy,Europe,Delayed,Standard,No,9,64,2515,No,2
2748,58,4,3.43,10,Mobile,Drama,North America,Delayed,Standard,Yes,4,24,9573,Yes,3
2749,22,8,4.36,4,Laptop,Drama,Asia,Delayed,Premium,No,3,21,3496,Yes,5
2750,54,6,4.05,6,Smart TV,Comedy,North America,On-Time,Basic,Yes,6,26,8615,No,3
2751,47,10,4.69,6,Mobile,Action,Asia,On-Time,Standard,Yes,3,50,7866,No,3
2752,9,6,5.4,5,Smart TV,Sci-fi,Asia,On-Time,Standard,Yes,8,56,5083,No,2
2753,60,2,3.34,10,Smart TV,Sci-fi,North America,On-Time,Basic,No,2,46,6666,Yes,1
2754,9,9,5.48,9,Laptop,Comedy,Africa,On-Time,Standard,Yes,7,66,1437,Yes,5
2755,1,7,4.09,9,Smart TV,Romance,North America,Delayed,Standard,Yes,5,69,7893,No,1
2756,39,2,5.58,6,Laptop,Action,Asia,Delayed,Basic,No,4,33,2544,No,4
2757,3,2,1.79,6,Smart TV,Action,South America,On-Time,Premium,Yes,5,70,2286,No,3
2758,6,3,2.38,7,Mobile,Drama,North America,Delayed,Basic,Yes,1,49,7137,No,4
2759,47,8,2.82,3,Mobile,Action,South America,Delayed,Standard,No,6,21,1342,No,5
2760,5,8,3.27,5,Laptop,Drama,Europe,On-Time,Basic,Yes,3,23,6983,No,5
2761,44,10,0.46,5,Tablet,Action,Oceania,On-Time,Standard,No,2,47,1889,No,2
2762,1,10,1.8,6,Laptop,Drama,Europe,On-Time,Basic,Yes,5,49,5681,No,4
2763,30,1,2.23,5,Laptop,Comedy,Oceania,Delayed,Basic,Yes,3,40,2662,Yes,4
2764,41,4,2.95,8,Smart TV,Romance,Europe,Delayed,Basic,Yes,1,47,1734,Yes,3
2765,19,8,4.67,1,Smart TV,Comedy,Europe,On-Time,Premium,No,10,41,3928,No,3
2766,39,8,2.54,3,Tablet,Comedy,Asia,On-Time,Basic,Yes,2,53,5232,No,3
2767,53,6,4.56,9,Smart TV,Action,Oceania,Delayed,Premium,No,7,28,2861,Yes,2
2768,14,4,3.99,8,Tablet,Action,Europe,On-Time,Standard,Yes,3,24,2375,No,2
2769,17,10,1.54,7,Tablet,Sci-fi,Asia,Delayed,Standard,No,3,59,4983,Yes,3
2770,40,9,1.44,10,Laptop,Drama,Oceania,Delayed,Premium,Yes,9,31,1391,No,4
2771,11,3,4.66,5,Smart TV,Romance,Europe,Delayed,Basic,Yes,9,36,8766,Yes,1
2772,31,9,3.28,9,Mobile,Comedy,Asia,Delayed,Standard,Yes,6,46,5742,No,2
2773,10,8,4.76,10,Mobile,Action,Europe,On-Time,Basic,No,2,64,4852,Yes,4
2774,33,5,5.58,9,Laptop,Comedy,Europe,Delayed,Standard,No,0,49,5475,Yes,5
2775,1,4,1.25,5,Mobile,Comedy,Africa,Delayed,Basic,Yes,4,30,7368,Yes,1
2776,11,1,5.78,2,Mobile,Drama,Africa,Delayed,Premium,No,5,41,5445,No,4
2777,19,1,0.55,5,Laptop,Drama,Africa,Delayed,Basic,No,8,69,6969,No,1
2778,27,8,5.24,6,Mobile,Comedy,North America,On-Time,Basic,Yes,7,37,2916,Yes,2
2779,57,3,0.94,9,Laptop,Romance,Europe,Delayed,Premium,Yes,8,54,1841,No,3
2780,19,1,2.42,1,Smart TV,Action,Oceania,On-Time,Premium,Yes,1,26,8142,Yes,2
2781,47,2,3.88,3,Smart TV,Romance,South America,Delayed,Premium,No,3,32,4248,No,4
2782,12,1,4.39,1,Mobile,Drama,Africa,On-Time,Basic,No,7,29,5901,No,3
2783,6,3,0.73,3,Smart TV,Drama,Africa,Delayed,Standard,Yes,1,52,7899,Yes,4
2784,12,5,3.77,3,Tablet,Comedy,Asia,On-Time,Standard,Yes,9,51,7641,Yes,1
2785,30,7,5.55,2,Tablet,Action,Oceania,Delayed,Standard,No,3,66,7062,No,2
2786,41,4,4.52,7,Mobile,Romance,Africa,On-Time,Standard,Yes,1,25,9863,No,5
2787,51,4,5.39,3,Mobile,Comedy,South America,On-Time,Premium,Yes,8,36,3889,No,4
2788,30,7,0.17,8,Mobile,Comedy,North America,Delayed,Premium,No,5,65,6047,Yes,2
2789,35,1,3.87,10,Laptop,Romance,Europe,Delayed,Premium,No,1,45,7738,No,4
2790,2,9,0.99,9,Smart TV,Comedy,Asia,Delayed,Standard,Yes,6,26,9366,No,2
2791,41,1,4.05,7,Mobile,Comedy,South America,Delayed,Premium,Yes,5,46,4538,No,3
2792,51,10,4.8,2,Tablet,Drama,Europe,On-Time,Premium,No,2,30,3321,Yes,5
2793,6,1,5.82,7,Tablet,Romance,South America,On-Time,Standard,Yes,5,46,5636,Yes,1
2794,46,9,5.53,7,Smart TV,Romance,Europe,On-Time,Standard,No,4,31,7074,Yes,2
2795,56,1,5.4,4,Smart TV,Action,Asia,On-Time,Standard,No,8,64,9905,Yes,4
2796,12,9,2.97,9,Tablet,Sci-fi,Africa,Delayed,Premium,Yes,5,52,9494,Yes,4
2797,50,4,2.41,2,Mobile,Action,Oceania,On-Time,Standard,Yes,7,36,3764,No,2
2798,50,9,3,6,Laptop,Drama,Africa,On-Time,Basic,Yes,1,69,2975,No,4
2799,7,10,1.31,6,Tablet,Drama,North America,On-Time,Standard,Yes,2,62,1536,No,4
2800,55,2,5.12,4,Tablet,Drama,Europe,On-Time,Premium,Yes,5,70,8085,No,2
2801,36,10,0.47,1,Tablet,Sci-fi,Europe,Delayed,Basic,Yes,10,63,9171,No,2
2802,46,10,1.36,3,Tablet,Romance,Africa,On-Time,Standard,No,10,25,3576,Yes,1
2803,20,4,3.59,3,Mobile,Drama,Africa,Delayed,Standard,No,2,21,8933,Yes,3
2804,54,9,2.4,7,Smart TV,Comedy,Africa,Delayed,Basic,Yes,8,65,2168,Yes,1
2805,29,4,4.55,10,Mobile,Comedy,Asia,Delayed,Premium,No,6,67,8875,Yes,4
2806,17,8,3.59,9,Mobile,Romance,Europe,Delayed,Basic,No,5,32,4519,No,3
2807,25,10,1.03,4,Tablet,Action,South America,On-Time,Premium,No,8,39,5548,No,4
2808,60,5,5.78,10,Smart TV,Romance,Asia,On-Time,Premium,Yes,5,49,1126,Yes,3
2809,23,4,0.12,3,Laptop,Comedy,Africa,On-Time,Basic,Yes,6,18,8160,Yes,1
2810,33,9,5.56,2,Laptop,Comedy,Africa,On-Time,Basic,No,7,30,7227,No,5
2811,48,10,4.3,7,Tablet,Drama,Africa,On-Time,Premium,No,8,52,9854,No,5
2812,5,9,0.58,5,Mobile,Sci-fi,Oceania,On-Time,Premium,No,1,36,5495,No,1
2813,55,1,3.44,9,Smart TV,Action,Asia,On-Time,Basic,No,5,33,3418,No,4
2814,21,2,2.79,4,Smart TV,Sci-fi,North America,Delayed,Standard,No,0,54,6996,Yes,2
2815,49,7,0.22,2,Smart TV,Action,Oceania,Delayed,Premium,No,1,66,3001,Yes,2
2816,7,1,0.93,4,Tablet,Drama,North America,Delayed,Premium,No,5,56,8084,No,1
2817,51,4,3.87,7,Laptop,Drama,Europe,Delayed,Basic,Yes,6,27,8159,No,4
2818,4,2,3.89,8,Tablet,Drama,South America,On-Time,Basic,No,5,58,6015,Yes,4
2819,57,1,5.98,5,Mobile,Sci-fi,North America,On-Time,Basic,Yes,1,70,7443,No,1
2820,54,8,2.98,9,Mobile,Sci-fi,South America,Delayed,Standard,No,5,46,7291,Yes,4
2821,52,6,0.91,8,Mobile,Romance,Africa,On-Time,Basic,No,9,35,8138,Yes,4
2822,40,2,5.65,7,Tablet,Action,Europe,Delayed,Standard,No,3,40,7586,No,2
2823,9,6,5.75,10,Tablet,Drama,Oceania,Delayed,Standard,Yes,2,53,8153,Yes,4
2824,56,3,4.57,4,Mobile,Romance,North America,On-Time,Standard,No,3,63,2919,No,5
2825,3,1,4.93,9,Laptop,Sci-fi,Asia,Delayed,Basic,Yes,2,61,3321,Yes,5
2826,21,9,3.05,10,Laptop,Action,South America,On-Time,Basic,Yes,7,53,6936,Yes,1
2827,37,3,2.95,3,Mobile,Sci-fi,Oceania,On-Time,Premium,Yes,7,59,7420,No,4
2828,59,6,4.38,6,Laptop,Sci-fi,Africa,On-Time,Basic,Yes,8,63,2281,Yes,5
2829,56,4,0.31,2,Mobile,Comedy,Europe,Delayed,Premium,Yes,8,31,1529,No,3
2830,39,8,5.83,1,Mobile,Comedy,North America,Delayed,Premium,No,9,66,6544,Yes,2
2831,31,4,5.98,3,Tablet,Romance,Asia,On-Time,Standard,Yes,0,36,6498,No,1
2832,53,10,0.8,3,Mobile,Sci-fi,Europe,On-Time,Standard,No,8,24,2302,No,2
2833,25,9,5.47,2,Mobile,Comedy,Asia,On-Time,Basic,No,2,48,5396,No,3
2834,29,10,1.84,4,Laptop,Comedy,Asia,Delayed,Premium,Yes,8,59,7171,Yes,1
2835,38,7,3.27,10,Laptop,Romance,North America,Delayed,Premium,Yes,7,31,3890,No,2
2836,14,2,5.4,9,Tablet,Action,Asia,On-Time,Basic,Yes,10,59,6947,No,5
2837,9,8,5.48,2,Smart TV,Action,Asia,On-Time,Premium,No,5,49,3947,No,5
2838,8,7,5.01,6,Smart TV,Sci-fi,Africa,Delayed,Premium,No,1,28,8505,No,1
2839,43,1,3.97,8,Mobile,Comedy,Africa,Delayed,Premium,Yes,0,25,4299,Yes,3
2840,43,6,1.84,7,Mobile,Sci-fi,Asia,On-Time,Standard,No,0,27,8390,No,4
2841,18,10,4.66,2,Tablet,Drama,North America,On-Time,Standard,No,5,60,3055,Yes,5
2842,29,7,0.19,8,Mobile,Comedy,South America,Delayed,Basic,No,6,50,1995,No,4
2843,60,10,5.74,4,Laptop,Action,Asia,On-Time,Premium,Yes,5,39,1497,Yes,1
2844,19,7,0.86,3,Tablet,Drama,Asia,On-Time,Basic,No,7,68,7919,Yes,4
2845,27,2,4.57,5,Mobile,Romance,Asia,On-Time,Basic,Yes,6,43,7960,No,1
2846,36,1,5.87,10,Mobile,Drama,Oceania,On-Time,Basic,No,10,65,4992,No,4
2847,30,1,2.41,9,Mobile,Comedy,North America,Delayed,Premium,No,7,55,9803,No,5
2848,4,8,5.17,1,Mobile,Action,South America,On-Time,Premium,Yes,0,21,3455,No,2
2849,27,3,4,9,Mobile,Comedy,Asia,Delayed,Premium,Yes,10,26,9254,Yes,2
2850,36,7,0.77,3,Laptop,Action,Oceania,Delayed,Basic,Yes,7,44,8426,Yes,1
2851,37,2,0.33,6,Tablet,Action,Africa,Delayed,Basic,Yes,5,64,6605,Yes,1
2852,55,3,3.58,7,Smart TV,Sci-fi,Africa,Delayed,Basic,Yes,5,64,4040,No,4
2853,6,9,1.65,7,Mobile,Sci-fi,Africa,On-Time,Basic,Yes,10,31,2794,Yes,4
2854,53,5,2.96,1,Smart TV,Drama,North America,Delayed,Premium,No,7,52,1392,Yes,1
2855,49,6,4.82,1,Smart TV,Drama,Oceania,Delayed,Premium,Yes,7,22,8470,No,1
2856,17,1,1.51,2,Mobile,Sci-fi,South America,On-Time,Standard,No,3,25,5386,No,1
2857,17,3,5.66,7,Mobile,Drama,North America,Delayed,Basic,No,4,30,2233,No,5
2858,29,4,5.63,6,Mobile,Drama,South America,On-Time,Basic,No,3,47,7999,No,3
2859,12,8,1.93,10,Tablet,Action,North America,On-Time,Standard,No,4,67,2440,No,1
2860,51,8,1.21,1,Laptop,Action,Asia,On-Time,Standard,Yes,10,66,2507,No,4
2861,38,10,2.16,2,Laptop,Comedy,Africa,Delayed,Premium,Yes,8,39,5397,No,5
2862,48,9,2.67,6,Laptop,Sci-fi,Oceania,Delayed,Standard,Yes,0,62,1543,Yes,4
2863,14,9,4.12,1,Tablet,Sci-fi,Asia,On-Time,Standard,No,7,24,1803,No,4
2864,15,5,4.08,9,Laptop,Romance,South America,Delayed,Basic,No,1,67,3682,Yes,5
2865,36,9,4.33,3,Tablet,Action,Europe,On-Time,Basic,Yes,4,35,9814,Yes,3
2866,53,2,0.31,3,Laptop,Romance,Asia,On-Time,Premium,No,8,23,2854,No,2
2867,60,6,2.64,6,Mobile,Romance,North America,Delayed,Basic,No,1,48,8748,No,5
2868,1,6,3.97,9,Tablet,Sci-fi,North America,Delayed,Basic,No,0,31,2085,Yes,4
2869,20,7,1.72,6,Mobile,Comedy,Europe,Delayed,Basic,No,8,64,6169,No,3
2870,2,5,4.3,3,Mobile,Romance,South America,Delayed,Standard,No,10,40,6788,Yes,4
2871,37,7,5.5,9,Mobile,Comedy,Oceania,Delayed,Basic,No,5,59,9748,No,4
2872,40,3,3.86,8,Smart TV,Comedy,Asia,On-Time,Basic,Yes,10,52,2157,Yes,1
